,N1-Light,N1-Short,N1-Medium,N1-Long
2008-04-06,27264.42169,323.0241,337.9277108,496.2409639
2008-04-07,34469.80488,1145.585,564.7317073,815.7439024
2008-04-08,36350.02469,1324.531,630.345679,1026.802469
2008-04-09,36879.27711,1325.337,635.0361446,1023.662651
2008-04-10,39026.27059,1404.553,682.2,1057.611765
2008-04-11,42235.04706,1381.729,672.4117647,964.6470588
2008-04-12,31951.94048,585.7143,401.8333333,652.952381
2008-04-13,28072.71429,325.1429,333.547619,486.0238095
2008-04-14,36623.45783,1236.59,590.6746988,809.3614458
2008-04-15,38284.64634,1400.341,660.7682927,1016.634146
2008-04-16,39130.2561,1440.28,682.4146341,1045.890244
2008-04-17,39591.93902,1455.988,686.0487805,1043.182927
2008-04-18,41255.92941,1326.082,667.2470588,936.6470588
2008-04-19,29916.19048,530.0833,411.1666667,648.0714286
2008-04-20,23548.56627,296.0964,275.2409639,499.8433735
2008-04-21,35173.85714,1188.107,587.8809524,843.3095238
2008-04-22,33492.51852,1238.802,608.7160494,1020.320988
2008-04-23,35167.63415,1306.744,644.1585366,1055.134146
2008-04-24,38646.62651,1460.855,689.1325301,1030.686747
2008-04-25,44583.43373,1430.759,732.7831325,944.2168675
2008-04-26,32958.51807,593.0964,439.0963855,613.8313253
2008-04-27,24131.16867,260.9398,299.8192771,350.3614458
2008-04-28,25534.3012,408.1205,376.2048193,510.0722892
2008-04-29,34054.90244,1169.439,578.5487805,788.3536585
2008-04-30,38741.49398,1272.542,634.4457831,818.4819277
2008-05-01,27017.1125,490.1625,356.75,520.65
2008-05-02,21735.95122,322.7073,274.1463415,357.8780488
2008-05-03,23963.46914,334.5185,258.7530864,324.8888889
2008-05-04,30114.975,420.8,377.5625,363.8
2008-05-05,35213.1875,1138.338,566.3625,768.1625
2008-05-06,36943.12048,1338.723,635.8915663,985.313253
2008-05-07,36371.10843,1364.41,647.5783133,1042.048193
2008-05-08,36135.35714,1335.726,626.5952381,1031.916667
2008-05-09,38685.28235,1258.918,632.6941176,930.3764706
2008-05-10,29262.12941,536.5176,422.2,660.9058824
2008-05-11,24784.96429,286.8214,294.952381,516.4404762
2008-05-12,33172.40476,1155.667,546.7857143,822.5238095
2008-05-13,33577.08333,1261.69,602.8690476,982.0833333
2008-05-14,33350.97561,1254.024,605.2682927,994.4634146
2008-05-15,34376.20238,1267.536,625.7380952,996.3928571
2008-05-16,39867.20455,1261.511,668.6704545,957.6477273
2008-05-17,27837.82558,472.4651,384.0581395,641.5232558
2008-05-18,22608.2381,264.5119,269.2857143,493.5119048
2008-05-19,32369.66265,1096.41,535.6506024,800.9156627
2008-05-20,36834.02273,1343.193,618.1818182,1001.568182
2008-05-21,35411.09412,1278.718,618.3176471,1016.470588
2008-05-22,38051.27907,1365.43,667.8953488,1029.709302
2008-05-23,40272.41176,1225.918,638.8235294,898.2705882
2008-05-24,29775.27907,492.6628,386.9534884,606.872093
2008-05-25,24248.63953,288.593,276.4534884,472.3372093
2008-05-26,36148.27381,1177.119,572.4166667,776.6190476
2008-05-27,36405.82558,1306.465,613.9418605,982.7209302
2008-05-28,36404,1303.476,622.8214286,1004.761905
2008-05-29,38575.97647,1389.482,676.1058824,1026.835294
2008-05-30,42936.63529,1272.894,660,911.7882353
2008-05-31,32583.82143,537.9643,377.8809524,586.3571429
2008-06-01,28906.37037,323.4568,314.7407407,473.8024691
2008-06-02,38044.47561,1215.951,598.3170732,783.0365854
2008-06-03,37699.93902,1326.939,628.5731707,982
2008-06-04,38143.62195,1347.646,649.8780488,992.4878049
2008-06-05,40372.34146,1456.817,669.1585366,1005.073171
2008-06-06,43362.32143,1382.881,667.6428571,921.7857143
2008-06-07,31939.52381,569.8571,386.2857143,619.8095238
2008-06-08,26771.55952,322.3929,288.8690476,473.8333333
2008-06-09,37035.7561,1279.134,599.1829268,815.4512195
2008-06-10,40527.98824,1471.847,679.4941176,979.8705882
2008-06-11,41320.57955,1507.375,685.1136364,1022.988636
2008-06-12,41794.85227,1558.67,689.0909091,1021.011364
2008-06-13,45192.46512,1454.349,699.744186,876.2209302
2008-06-14,31902.86207,553.8966,396.8390805,570.045977
2008-06-15,23850.27586,251.5287,234.1609195,339.091954
2008-06-16,27810.09195,422.7356,395.5747126,468.1609195
2008-06-17,38726.0814,1333.814,618.872093,814.9186047
2008-06-18,39359.86207,1469.494,667.4597701,977.0344828
2008-06-19,41295.94253,1526.08,724.6321839,1020.54023
2008-06-20,40883.63095,1349.762,659.9404762,918.2857143
2008-06-21,26196.07692,522.359,368.3974359,617.7051282
2008-06-22,25683.14773,359.4659,309.5795455,452.6931818
2008-06-23,40503.6092,1388.471,644,800.7586207
2008-06-24,41019.14773,1504.057,667.4204545,989.7272727
2008-06-25,40612.6092,1498.897,687.6781609,1005.022989
2008-06-26,41365.52874,1517.287,681.2873563,1016.551724
2008-06-27,46388.35294,1413.471,708.8823529,878.3764706
2008-06-28,33180.61176,600.7529,395.5294118,571.1058824
2008-06-29,29028.08235,373.7294,320.2117647,462.2823529
2008-06-30,38819.29545,1289.466,624.8863636,801.25
2008-07-01,35616.03488,1322.651,603.9302326,956.7209302
2008-07-02,39344.85057,1456.885,677.4252874,1010.206897
2008-07-03,39559.98876,1474,683.7191011,993.4269663
2008-07-04,44562.6044,1419.407,700.4065934,920.6593407
2008-07-05,31134.28571,597.3956,407.2637363,596.4945055
2008-07-06,28185.9011,368.4945,351.2527473,451.7252747
2008-07-07,36973,1246.58,587.4090909,770.3522727
2008-07-08,39410.35955,1410.18,628.5505618,953.9101124
2008-07-09,39768.625,1427.602,650.75,987.375
2008-07-10,41173.44444,1501.556,689.2444444,985.9333333
2008-07-11,44497.9011,1430.396,708.7362637,880.5164835
2008-07-12,31539.75824,591.2418,415.3626374,609.4725275
2008-07-13,29222.58242,374.3626,353.6703297,466.4945055
2008-07-14,37089.31461,1280.011,593.6516854,789.247191
2008-07-15,37198.39773,1379,618.4772727,951.4431818
2008-07-16,38337.12791,1399.395,639.4186047,998.2790698
2008-07-17,39536.06667,1487.522,674.1111111,1013.211111
2008-07-18,42134.28889,1386.778,672.3888889,926.5777778
2008-07-19,29665.65556,548.8444,373.8555556,612.7111111
2008-07-20,25622.68889,336.4556,283.9222222,456.6111111
2008-07-21,37566.21111,1292.3,585.6666667,820.3444444
2008-07-22,37863.53333,1402.244,652.2888889,997.5777778
2008-07-23,38450.17778,1254.522,603.5222222,1012.911111
2008-07-24,38910.56044,1456.516,676.0659341,1012.428571
2008-07-25,43962.52747,1377.626,682.5934066,940.1098901
2008-07-26,33135.47778,547.2556,394.8222222,606.6555556
2008-07-27,27744.68889,338.1667,310.7222222,473.3111111
2008-07-28,35794.93182,1249.102,591.4659091,806.3863636
2008-07-29,38182.61111,1401.244,655.6666667,1007.133333
2008-07-30,39014.43956,1447.505,681.8241758,1026.43956
2008-07-31,37981.45055,1441.538,674.3956044,1041.285714
2008-08-01,41542.84091,1362.08,655.7727273,913.7272727
2008-08-02,31819.35955,563.4944,482.1235955,584.7865169
2008-08-03,29026.96629,375.2584,295.7865169,454.0337079
2008-08-04,36406.20455,1301.568,603.7272727,787.2954545
2008-08-05,38337.10112,1461.258,660.1573034,995.3146067
2008-08-06,35799.97849,924.9462,500.1075269,919.9462366
2008-08-07,38486.67742,1490.548,660.6129032,968.0215054
2008-08-08,40255.96739,1374.793,682.826087,922.6630435
2008-08-09,27941.75824,479.6154,399.1428571,597.6483516
2008-08-10,24689.5,330.5,308.2666667,506.1666667
2008-08-11,32875,1166.978,556.1333333,803.4555556
2008-08-12,29557.39326,1143.135,571.3820225,1026.797753
2008-08-13,28786.26966,1175.348,594.258427,1077.47191
2008-08-14,31650.20652,1264.457,623.076087,1084.304348
2008-08-15,34366.87912,1168.22,605.2527473,966.1978022
2008-08-16,24188.2,445.8,328.7,645.5888889
2008-08-17,21058.64444,283.9556,261.9888889,517.5222222
2008-08-18,28781.5618,1015.73,520.988764,827.1011236
2008-08-19,28976.14444,1121.289,585.3777778,1051.211111
2008-08-20,29290.32222,1158.467,586.6777778,1060.711111
2008-08-21,31693.09302,1234.547,623.6860465,1051.255814
2008-08-22,35906.48276,1198.425,656.8735632,956.3103448
2008-08-23,25238.14943,460.9885,354.5747126,611.4022989
2008-08-24,22973.22989,294.9885,318.0229885,482.7471264
2008-08-25,31206.88506,1109.77,567.862069,856.3563218
2008-08-26,31600.37931,1214.149,626.6091954,1034.068966
2008-08-27,32193.82143,1230.155,625.4166667,1071.940476
2008-08-28,20863.54286,891.4857,534.5428571,1060.228571
2008-08-29,25761.01429,851.0429,548.3428571,952.2
2008-08-30,18995.15714,358.8857,296.0571429,619.3857143
2008-08-31,17491.26087,265.4783,253.3478261,520
2008-09-01,25498.62025,880.1139,477.7594937,795.0506329
2008-09-02,25536.65823,988.2532,517.2151899,961.0759494
2008-09-03,24576.80519,994,532.5974026,1039.935065
2008-09-04,24144.97297,1003.5,543.5,1031.324324
2008-09-05,23180.6338,829.8451,510.7042254,976.7464789
2008-09-06,15639.96,331.4133,347,717.12
2008-09-07,14017.72973,229.8243,253.7297297,581.9594595
2008-09-08,15529.16216,632.7297,430.2162162,827.1891892
2008-09-09,15890.43056,752.1667,432.9027778,1110
2008-09-10,16218.42466,761.3151,450.6849315,1148.835616
2008-09-11,21836,951.75,523.925,1103.075
2008-09-12,28751.93023,983.6163,551.4534884,1001.488372
2008-09-13,21880.09195,419.4023,315.1149425,708.1264368
2008-09-14,18863.52874,265.6092,246.6436782,573.3103448
2008-09-15,24745.8046,897.7586,470.3793103,844.816092
2008-09-16,25111.43678,977.1494,523.5402299,1095.436782
2008-09-17,25996.25287,1029.977,545.3793103,1141.425287
2008-09-18,24315.31765,994.0353,517.4,1117.976471
2008-09-19,27214.4881,931.3214,538.3333333,981.6071429
2008-09-20,22612.71739,441.7717,323.5652174,673.8913043
2008-09-21,19237.78022,262.1868,274.7362637,569.6373626
2008-09-22,27300.35955,977.236,516.8539326,841.1348315
2008-09-23,30972.96154,1155.603,599.5897436,972.025641
2008-09-24,20429.45455,481.2468,363.2337662,795.012987
2008-09-25,30461.74026,1095.455,609.1428571,921.5324675
2008-09-26,35685.61538,1093.538,649.5384615,895.4102564
2008-09-27,24549.97368,425.9868,395.4473684,604.6052632
2008-09-28,21674.16,299.3733,336.8,488.3866667
2008-09-29,22640.18571,787.9,469.9285714,769.3571429
2008-09-30,31106.09091,1100.857,612.2987013,994.1168831
2008-10-01,29710.73973,1062.63,606.7808219,1057.383562
2008-10-02,27254.26667,1014.333,586.8266667,1011.653333
2008-10-03,29345.26027,953.5205,571.6712329,932.4657534
2008-10-04,23265.17568,444.8108,349.4189189,647.9864865
2008-10-05,23186.20548,322.7397,337.7260274,508.8356164
2008-10-06,23793.875,886.6528,493.875,818.4444444
2008-10-07,21469.08,897.32,494.88,989.5066667
2008-10-08,24693.05063,1006.228,529.3037975,1047.822785
2008-10-09,25220.68831,1040.805,551.4545455,1048.168831
2008-10-10,28696.275,1021.175,572.675,983.925
2008-10-11,21656.5875,421.7,317.9,681.3875
2008-10-12,18542.64474,263.1579,251.3421053,523.9078947
2008-10-13,22525.36486,886.7297,466.1351351,861.8648649
2008-10-14,22487.47297,979.8514,498.5135135,1064.310811
2008-10-15,20956.58108,933.2703,510.1756757,1114.432432
2008-10-16,21540.85714,1001.545,526.9220779,1113.571429
2008-10-17,24906.64103,944.6154,537.3846154,990.1153846
2008-10-18,18526.19231,377.3718,290.3333333,674.3205128
2008-10-19,16770.11538,259.6923,251.4102564,523.6282051
2008-10-20,21001.76316,870.6579,462.3552632,899.1184211
2008-10-21,26832.85,1118.225,581.5625,1100.2875
2008-10-22,25862.63636,1096.364,558.3116883,1103.571429
2008-10-23,27597.725,1162.838,595.5,1138.9125
2008-10-24,29409.3125,1044.725,579.75,1013.1
2008-10-25,17706.9589,381.9315,273.5753425,706.1780822
2008-10-26,15612.125,257.3472,234.2916667,545.6805556
2008-10-27,16121.36232,698.8406,378.9275362,824.0144928
2008-10-28,16058.98529,813.2647,436.2352941,1075.823529
2008-10-29,25234.44872,1080.449,539.0897436,1088.423077
2008-10-30,26179.90909,1115.649,566.8181818,1068.935065
2008-10-31,31733.74359,1067.051,564.1923077,938.2179487
2008-11-01,24538.76923,478.5897,333.0384615,643.6153846
2008-11-02,22189.20513,324.4103,287.474359,507.9487179
2008-11-03,25950.40789,984.5132,493.2763158,837.6315789
2008-11-04,24883.54054,1081.081,529.9459459,1074.175676
2008-11-05,24368.37681,1114.42,552.1594203,1094.347826
2008-11-06,25337.94203,1129.159,570.6811594,1089.434783
2008-11-07,28123.12857,1029.257,561.9428571,1019.242857
2008-11-08,23365.15278,489.7361,341.1805556,748.875
2008-11-09,21244.04286,326.1571,287.9285714,615.3857143
2008-11-10,26070.22535,1074.958,540.5070423,962.4366197
2008-11-11,23802.19178,1056.616,532.2328767,1108.178082
2008-11-12,25091.94444,1069.431,539.8472222,1075.958333
2008-11-13,19407.04545,943.8182,489.2424242,1071.348485
2008-11-14,22757.9375,920.2031,478.03125,878.28125
2008-11-15,19056.21212,455.3333,312.9090909,710.0757576
2008-11-16,17112.25373,302.8955,257.9701493,575.4328358
2008-11-17,20858,895.5152,456.8636364,865.0909091
2008-11-18,23066.60294,1052.132,541.5735294,1084.926471
2008-11-19,21853.57576,979.7424,508.9848485,1056.818182
2008-11-20,21734.06154,1014.108,528.1076923,1105.584615
2008-11-21,27422.28986,1081.797,559.826087,1017.565217
2008-11-22,22830.09459,523.8649,348.5135135,740.0540541
2008-11-23,19434.0137,328.8082,291.3561644,567.6438356
2008-11-24,21509.57971,926.087,466.6231884,875.2753623
2008-11-25,21233.01471,1039.529,508.8970588,1040.382353
2008-11-26,23957.87097,1124.677,579.5806452,1132.758065
2008-11-27,21585.20313,1055.953,535.375,1085.359375
2008-11-28,25939.92308,1036.708,531.7846154,952.0769231
2008-11-29,26115.3662,590.3099,413.6760563,688.4507042
2008-11-30,22931.97143,409.5,386.8428571,552.2571429
2008-12-01,22477.38806,993.6269,513.0597015,861.2238806
2008-12-02,17988.66667,934.6825,495.2539683,1126.952381
2008-12-03,16816.625,896.4688,486.34375,1124.828125
2008-12-04,25560.42857,1158,602.9142857,1166.7
2008-12-05,26540.10448,1063.91,564.5074627,1033.865672
2008-12-06,22578.07463,589.1493,422.4626866,791.4477612
2008-12-07,19597.9697,389.4091,344.9545455,666.5151515
2008-12-08,21857.59091,934.8182,503.8484848,940.8787879
2008-12-09,21232.5,1052.25,566.4264706,1162.147059
2008-12-10,18117.69231,983.2462,549.9076923,1205.4
2008-12-11,18843.07692,1043.323,583.6615385,1200.353846
2008-12-12,20723.65152,947.6364,553.6515152,1051
2008-12-13,19699.67647,624.6471,415.2058824,769.8235294
2008-12-14,15740.63636,439.4545,354.0606061,626.1363636
2008-12-15,20451.5942,904.7826,483.6231884,825.7681159
2008-12-16,17476,589.3143,396.2571429,848.3
2008-12-17,18969.83824,901.7647,489.6029412,916.2058824
2008-12-18,20835.16667,991.8333,529.3484848,1033.621212
2008-12-19,27183.63235,994.1471,567.0882353,917.4558824
2008-12-20,22814.5,649.9714,411.6285714,646.8142857
2008-12-21,19265.82857,450.6714,351.1714286,494.4142857
2008-12-22,21490.80597,776.6567,434.9253731,654.8656716
2008-12-23,22328.94118,806.7941,441.2941176,713.9411765
2008-12-24,23491.75362,608.4638,378.5217391,471.942029
2008-12-25,14168.98571,154.5,136.6142857,127.6714286
2008-12-26,14306,232.1884,159.0289855,143.0724638
2008-12-27,14485.52174,265.087,187.115942,220.6086957
2008-12-28,16476.02941,268.4706,229.3235294,266.1029412
2008-12-29,13803.6,433.6154,252.6461538,430.3538462
2008-12-30,13909.16923,489.3385,278.9692308,536.8307692
2008-12-31,14396.18462,402.9231,251,415.6923077
2009-01-01,10921,162.4688,124.875,188.53125
2009-01-02,16871.12121,435.3939,268.9393939,298.3181818
2009-01-03,17373.09375,385.0156,269.640625,276.125
2009-01-04,17873.93651,336.7937,302.8095238,290.7142857
2009-01-05,16663.76271,562.2881,330.8644068,497.3220339
2009-01-06,16301.69355,644.9677,386.4677419,741.5
2009-01-07,16562.36364,682.2727,394.5454545,818.1969697
2009-01-08,17087.49206,711.5238,415.9047619,858.8888889
2009-01-09,21308.55385,708.1846,436.1384615,767.8307692
2009-01-10,17185.19403,397.4776,310.4925373,558.9104478
2009-01-11,16337.98485,304.803,298.3030303,414.530303
2009-01-12,18067.70769,666.6462,396.2769231,623.3692308
2009-01-13,19494.33333,815.3333,443.6231884,908.4347826
2009-01-14,18652.58209,822.4627,459.761194,959.2985075
2009-01-15,19610.28358,843.7761,451.3731343,950.4029851
2009-01-16,21641.62687,802.7015,465.9104478,862.6119403
2009-01-17,18438.71014,411.7101,317.4927536,641
2009-01-18,16931.56061,280.2727,282.5606061,503.5909091
2009-01-19,20158.67692,809.0923,423.2307692,794.1076923
2009-01-20,18518.93939,819.4697,445.9848485,967.8484848
2009-01-21,17754.33846,798.7231,425.5538462,948.7384615
2009-01-22,20192.70149,851.0746,434.1044776,923.3880597
2009-01-23,23683.80597,841.0896,465.4925373,865.7910448
2009-01-24,19011.42029,386.8986,313.173913,591.7826087
2009-01-25,16795.17647,251.5441,280.4264706,453.1617647
2009-01-26,20968.12121,764.4545,401.5757576,672.8484848
2009-01-27,23243.54688,923.2812,485.0625,911.359375
2009-01-28,23496.31818,941.7576,490.3787879,966.530303
2009-01-29,24897.18462,953.4,503.0769231,967.8923077
2009-01-30,21116.95385,726.4308,442.0615385,835.1230769
2009-01-31,14056.77419,327.0484,274.9516129,605.3387097
2009-02-01,14471.68966,244.4138,255.7241379,485.6896552
2009-02-02,11845.61404,547.9474,311.3859649,703.6315789
2009-02-03,13276.70492,690.2951,375.4098361,925.2622951
2009-02-04,13140.7541,701.0492,393.0983607,960.3606557
2009-02-05,18065.25397,832.9683,471.3968254,992.4603175
2009-02-06,19373.1875,762.6719,458.8125,875.046875
2009-02-07,18265.64615,405.7385,306.0307692,601.2769231
2009-02-08,17482.89394,278.3485,253.3030303,476.5909091
2009-02-09,20657.5303,798.6212,436.0151515,741.530303
2009-02-10,20816.28571,914.6349,467.2698413,943.4603175
2009-02-11,20754.39683,891,477.6984127,980
2009-02-12,21516.43077,883.2769,483.8461538,954.6769231
2009-02-13,23862.73134,831.0299,478.0149254,833.4925373
2009-02-14,18201.35385,364.9538,270.1846154,582.6923077
2009-02-15,16251.49231,241.0462,248.5230769,448.4461538
2009-02-16,18316.07813,720.7812,388.1875,702.03125
2009-02-17,15258.14516,721.2742,392.3709677,875.5806452
2009-02-18,17006.84127,769.7143,436.952381,937.2857143
2009-02-19,14147.91935,713.4677,405.6290323,939.516129
2009-02-20,17272.41667,691.85,420.4166667,868.45
2009-02-21,12822.16129,304.4516,263.016129,618.1774194
2009-02-22,12143.77419,215.3387,212.3709677,477.2580645
2009-02-23,15300.6,657.7667,382.5166667,741.3833333
2009-02-24,15265.66667,738.8,412.1666667,953.2
2009-02-25,15619.8871,757.8065,434.5483871,970.3225806
2009-02-26,16454.44444,782.3333,434.3968254,947.0634921
2009-02-27,20363.31746,717.1429,434,817.2063492
2009-02-28,16164.83871,347.9677,279.5806452,568.8870968
2009-03-01,16067.70968,271.8871,271.0322581,453.983871
2009-03-02,15796.58065,652.8226,346.4032258,678.4032258
2009-03-03,15467.8254,733.2222,389.4920635,916.015873
2009-03-04,14664.45902,718.3443,388.3770492,979.3114754
2009-03-05,15357.41667,772.8667,425.4333333,998.45
2009-03-06,18023.23333,725.3833,428.25,879.4333333
2009-03-07,11747.51724,318.431,257.6206897,635.4827586
2009-03-08,11673.31034,235.6034,222,516.2586207
2009-03-09,11920.37931,577.569,302.2931034,729.7241379
2009-03-10,13602.74576,697.0339,359.7457627,946.9661017
2009-03-11,13891.23729,702.1695,372.8644068,989.1186441
2009-03-12,14115.83607,726.0492,404.8196721,1014.278689
2009-03-13,17021.96721,700.2295,408.442623,892.9672131
2009-03-14,13113.91803,328.7377,275.6393443,638.7213115
2009-03-15,12575.98361,226.6885,224.9508197,503.852459
2009-03-16,13278.32787,598.6885,326.6885246,731.0491803
2009-03-17,14187.01613,731.9677,393.9677419,1008.032258
2009-03-18,14391.16129,725.6452,413.7419355,1011.435484
2009-03-19,14669.93651,733.7778,420.2063492,1042.603175
2009-03-20,17300.57143,701.2698,425.6507937,911.7142857
2009-03-21,12847.03175,278.0317,246.1269841,617.8095238
2009-03-22,12451,226.7143,227.2063492,536.2063492
2009-03-23,13824.04762,606.5079,335.984127,736.3015873
2009-03-24,11809.64516,635.3871,371.1935484,998.9032258
2009-03-25,12549.58065,644.7258,398.483871,1032.822581
2009-03-26,14048.5,704.3387,429.9032258,1065.870968
2009-03-27,17699.72581,708.7581,445.0483871,923.0967742
2009-03-28,14038.88889,357.0794,281.6507937,616
2009-03-29,13571.65079,276.3175,273.7619048,498.5396825
2009-03-30,13366.5873,621.6508,349.9047619,737.0952381
2009-03-31,14459.55556,695.4921,384.968254,932.2857143
2009-04-01,14789.96825,727.4127,395.984127,974.3015873
2009-04-02,16353.19355,806.871,437.5,1023.677419
2009-04-03,16002.30645,701.6129,420.2258065,906.4677419
2009-04-04,13670.71429,370.0635,299.0634921,683.6349206
2009-04-05,12382.52381,285.4603,243.3809524,575.5714286
2009-04-06,13424.22222,647.873,381.4126984,784.4285714
2009-04-07,15607.78125,759.3281,429,936.140625
2009-04-08,17018.95238,829.254,472.3015873,915.3968254
2009-04-09,20956.03175,791.2698,508.6507937,797.1904762
2009-04-10,14398.12698,331.381,421.6825397,452.1269841
2009-04-11,10238.1746,200.9524,162.3015873,274.7936508
2009-04-12,12165.53226,208.1129,193.8225806,222.8387097
2009-04-13,17313.31746,406.3651,458.2857143,408.6507937
2009-04-14,15707.98361,692.1148,383,652.8688525
2009-04-15,11445.96774,665.6613,383.8709677,935.9032258
2009-04-16,10391.25,657.9667,361.45,945.5333333
2009-04-17,13162.7,658.65,382.6666667,893.4166667
2009-04-18,12066.03226,334.3548,252.4354839,697.483871
2009-04-19,10405.24194,248.129,241.4354839,564.516129
2009-04-20,12456.67213,614.623,348.6229508,773.9508197
2009-04-21,13295.04762,680.3968,408.9206349,929.1587302
2009-04-22,9359.171875,258.5,191.484375,655.546875
2009-04-23,14717.38095,709.9841,393.5555556,798.4126984
2009-04-24,19024.7619,761.9206,435.8730159,826.015873
2009-04-25,14265.85714,362.6984,252.968254,569.8730159
2009-04-26,11689.73016,211.7937,185.3809524,347.6031746
2009-04-27,13858.40323,338.9677,251.5645161,470.516129
2009-04-28,14484.80645,680.8548,358.5967742,740.8870968
2009-04-29,14701.37705,745.1311,411.1147541,981.9672131
2009-04-30,18548.7377,775.0492,441.8360656,863.6229508
2009-05-01,14792.54098,362.8525,235.6393443,551.2131148
2009-05-02,12936.54098,263.1148,186.9672131,355.4262295
2009-05-03,15999.90164,345.8033,238.4262295,415.8688525
2009-05-04,14954.65574,630.2623,339.147541,655.2622951
2009-05-05,14590.01667,698.75,367.0333333,932.9666667
2009-05-06,14529.08333,734.8333,401.2833333,992.2833333
2009-05-07,15128.04918,755.2787,399.5245902,994.7704918
2009-05-08,17827.13333,729.9,401.95,882.7666667
2009-05-09,14251,342.4,256.1166667,646.3166667
2009-05-10,13493.98333,244.3,201.9,493.3833333
2009-05-11,14423.13333,641.4833,331.05,728.4833333
2009-05-12,14794.44068,733.2542,390.6779661,998.1355932
2009-05-13,14800.2,743.4833,411.2,1015.733333
2009-05-14,14969.57377,736.623,406.557377,1007.42623
2009-05-15,17597.90164,702.9016,408.7868852,865.557377
2009-05-16,12682.19672,311.9672,245.3934426,642.1147541
2009-05-17,11213.36667,228.5667,185.2166667,506.85
2009-05-18,13144.38333,575.1,304.1166667,674.1
2009-05-19,14141.14516,686.3548,356.4677419,995.7903226
2009-05-20,14574.41935,723.2903,389.4677419,990.016129
2009-05-21,14766.85484,738.0323,393.2741935,981.2580645
2009-05-22,17413.12903,705.8871,410.6451613,832.5
2009-05-23,13258.90323,315.4032,243.0322581,597.4354839
2009-05-24,12016.1746,241.6508,199.015873,483.3809524
2009-05-25,14723.35484,615.129,333.3387097,669.7258065
2009-05-26,15056.01639,705.4426,372.6393443,922.6229508
2009-05-27,15787.26667,749.75,400.7666667,961.4333333
2009-05-28,16050.83607,743.623,410.5409836,962.5245902
2009-05-29,19811.67213,708.0656,423.2459016,846.4098361
2009-05-30,14578.10938,308.3281,248.71875,542.8125
2009-05-31,13851.32813,246.3438,211.578125,442.75
2009-06-01,14872.09524,596.0317,336.1428571,651.6507937
2009-06-02,14532.39683,698.1111,369.6984127,897.8412698
2009-06-03,14389.95385,687.4,375.6,910.2307692
2009-06-04,14698.27692,700.7692,379.1384615,910.0461538
2009-06-05,17321.47692,673.7077,377.8307692,781.8769231
2009-06-06,13383.60938,313.1719,240.25,571.875
2009-06-07,12154.07813,252.0625,209.703125,456.890625
2009-06-08,12236.95238,561.127,298.7142857,633.6984127
2009-06-09,12190.32813,625.4531,359.828125,886.578125
2009-06-10,14181.43077,686.3077,358.4769231,902.8615385
2009-06-11,14595.33846,696.0769,363.4461538,907.6615385
2009-06-12,18082.93939,720.7879,397,792.6666667
2009-06-13,12955.5303,319,233.6060606,569.7727273
2009-06-14,10479.34848,205.303,187.7121212,459.1515152
2009-06-15,13958.81818,549.2121,312.3181818,610.2424242
2009-06-16,10659.78462,329.8923,230.4307692,628.4615385
2009-06-17,12549.55385,577.5692,330.7076923,738.4153846
2009-06-18,15008.03175,684.5873,386.3968254,876.8253968
2009-06-19,17179.87302,683.4762,376.984127,812.4444444
2009-06-20,13092.55556,297.6032,233.6666667,569.6349206
2009-06-21,12225.2381,203.7619,186.3492063,443.6031746
2009-06-22,14398.32258,578.9194,318.9677419,661.3870968
2009-06-23,14510.90164,649.377,348.2131148,868.2131148
2009-06-24,15496.45,693.3333,384.0333333,915.3166667
2009-06-25,16313.78689,723.541,403.0983607,925.3278689
2009-06-26,20431.7377,729.7049,420.0163934,818.7704918
2009-06-27,15816.22951,352.3279,281.8032787,580.0819672
2009-06-28,15184.39344,281.0984,254.7868852,460.9016393
2009-06-29,16263.06667,634.4167,363.7833333,695.7166667
2009-06-30,15782.5,697.8387,385.8548387,916.3225806
2009-07-01,15565.92063,710.6508,401.1746032,913.4444444
2009-07-02,15876.65625,731.5781,422.78125,908.75
2009-07-03,18653.96875,708.6562,431.453125,803.1875
2009-07-04,13927.0625,341.3281,259.84375,559.953125
2009-07-05,14053.8254,280.7778,240.2222222,458.2063492
2009-07-06,15132.74603,619.7937,343.6984127,674.8888889
2009-07-07,14441.22951,691.623,365.6065574,872.442623
2009-07-08,14947.65574,705.2623,368.1967213,899.442623
2009-07-09,15373.95082,714.7213,385.9180328,897.6721311
2009-07-10,17593.6129,646,385.2903226,782.4354839
2009-07-11,13259.77419,311.0806,247.4516129,567.7903226
2009-07-12,12797.54839,270.4032,230.2258065,445.2096774
2009-07-13,14005.64516,548,315.2580645,646.8709677
2009-07-14,14232.53226,629.5323,353.9193548,859.483871
2009-07-15,14715.65079,653.0635,355.4761905,899.7142857
2009-07-16,15434.12903,703.5161,387.4193548,914.6290323
2009-07-17,18067.41935,660.1129,390.9677419,776.3064516
2009-07-18,14140.5,320.4839,260.1129032,575.1129032
2009-07-19,14450.64516,262.8065,232.0322581,461.8225806
2009-07-20,13868.85714,575.9841,320.7777778,658.1269841
2009-07-21,13794.2381,667.8571,350.984127,874.8095238
2009-07-22,14023.49206,685.254,385.2539683,936.7460317
2009-07-23,13444.79032,666.9194,357.4354839,898.1774194
2009-07-24,16652.41176,661,376.25,840.7058824
2009-07-25,12903.96923,292.8923,222.9230769,593.2153846
2009-07-26,12286.98485,224.197,201.4393939,489.9242424
2009-07-27,13008.29231,570.8769,325.3384615,680.1076923
