,N1-Light,N1-Short,N1-Medium,N1-Long
2001-02-09,35006.3,1008.92,578.48,529.12
2001-02-10,23041.64,328.9,260.7,333.34
2001-02-11,21468.38,215.78,220.28,255.34
2001-02-12,29499.38,914.86,475.2,463.18
2001-02-13,30353.20408,1027.306,517.4897959,558.0408163
2001-02-14,30846.63265,1048.531,505.8571429,557.877551
2001-02-15,31614.57143,1071.755,545,569.9795918
2001-02-16,36068.77551,1007.612,557.1836735,536.122449
2001-02-17,22992.97959,338.102,244.0612245,301.6326531
2001-02-18,21043.20408,200.1429,194.6530612,232.9183673
2001-02-19,29817.16327,888.7755,467.7142857,455.0816327
2001-02-20,31567.17021,1033.787,525.4468085,538.5319149
2001-02-21,33043.43478,1084.109,541.9347826,569.173913
2001-02-22,32675.95833,1084.354,533.75,551.0625
2001-02-23,38507.08333,1077.75,561.75,520.3333333
2001-02-24,25045.69388,365.9592,258.1632653,300.8367347
2001-02-25,22378.33333,221.75,211.8125,240.5833333
2001-02-26,29700.65217,868.1957,448.3478261,443.9782609
2001-02-27,30791.02222,1025,520.2,549
2001-02-28,32289.08511,1059.872,546,556.106383
2001-03-01,32069.70833,1087.021,550.8958333,564.0625
2001-03-02,45511.07018,1168.772,661.5964912,554.0526316
2001-03-03,30428.7193,393.2281,293.7719298,305.754386
2001-03-04,28621.66667,253.8421,263.0877193,248.6315789
2001-03-05,37055.44643,1087.196,555.5714286,486.0535714
2001-03-06,32242.92157,1040.667,554.3921569,570.7058824
2001-03-07,36873.76364,1202.036,614.3636364,626.9818182
2001-03-08,35679.32692,1219,590.8461538,655.9038462
2001-03-09,44218.625,1227.643,669.375,606.9107143
2001-03-10,28934.46429,390.9464,310.2678571,351.875
2001-03-11,27006.51786,239.8393,250.3214286,273.0892857
2001-03-12,37202.30357,1119.964,567.8035714,545.6785714
2001-03-13,36525.52632,1200.754,614.0877193,641.6140351
2001-03-14,37623.63158,1210.228,629.6666667,650.0175439
2001-03-15,38906.39655,1264.069,655.9655172,644.637931
2001-03-16,44234.72414,1203.19,660.8793103,589.8275862
2001-03-17,28888.22807,398.5614,305.2982456,346.1578947
2001-03-18,22336.68627,228.2157,226.9411765,268.0196078
2001-03-19,31922.62745,989.8627,514.372549,498.6666667
2001-03-20,34879.09615,1151.442,588.5192308,580.3461538
2001-03-21,21807.5098,383.2745,287.0980392,404.9607843
2001-03-22,32675.23529,1106.941,571.1568627,542.0588235
2001-03-23,36265.24528,1105.491,621.8301887,565.4528302
2001-03-24,24032.43396,368.4528,303.2830189,332.2264151
2001-03-25,22455.21154,218.7692,233.0192308,264.9807692
2001-03-26,31835.07692,985.2115,519.0192308,476.5769231
2001-03-27,32515.88462,1091.192,581.9807692,561.1538462
2001-03-28,31768.38182,1092.309,596.1090909,606.1818182
2001-03-29,31545.78571,1116.929,594.6964286,572.9464286
2001-03-30,41215.76923,1134.192,619.8846154,545.9230769
2001-03-31,29589.39216,458.6667,327.9019608,311.4313725
2001-04-01,25943.09615,264.2692,254.6538462,274.9807692
2001-04-02,34276,1058.902,538.0980392,510.2156863
2001-04-03,33995.16981,1160.132,601.4339623,632.3773585
2001-04-04,33058.4,1113.36,567.56,593.72
2001-04-05,35634.96154,1211.923,612.8076923,637.2692308
2001-04-06,39468.17308,1153.635,633.8653846,584.8269231
2001-04-07,26995.01961,432.2745,327.6862745,348.8823529
2001-04-08,22865.90385,235.3462,244.9423077,287.6346154
2001-04-09,33162.48077,1081.635,560.8076923,547.0192308
2001-04-10,34254.98182,1221.364,634.1454545,677.1272727
2001-04-11,36252.43396,1267.83,689.1886792,681.7358491
2001-04-12,42121.5283,1189.415,695.2264151,563.509434
2001-04-13,22001.33962,287.0189,420.4339623,209.4528302
2001-04-14,20100.84906,196.7736,138.8490566,110.3207547
2001-04-15,20422.90741,192.2778,174.4444444,94.09259259
2001-04-16,28885.62264,425.3208,542.3773585,216.0566038
2001-04-17,34167.73077,1046.731,550.8269231,510.4615385
2001-04-18,29118.26531,1057.143,557.6326531,622.755102
2001-04-19,30778.1,1074.78,578.44,631.42
2001-04-20,33310.84314,996.098,564.8431373,563.0196078
2001-04-21,24596.98077,396.9615,314.6538462,357.7307692
2001-04-22,20789.30769,203.8462,221.2307692,289.1153846
2001-04-23,28572.64706,962.1961,514.0196078,522.1568627
2001-04-24,30504.36538,1064.904,566.9807692,643.0192308
2001-04-25,32075.96154,1137.942,612.3076923,652.4038462
2001-04-26,38685.37255,1155.098,665.9215686,589
2001-04-27,25958.92308,388.7115,298.9038462,311.4807692
2001-04-28,21661.67308,269.6731,201.9423077,221.9038462
2001-04-29,22878.01923,214.8846,190.25,219.3846154
2001-04-30,28136.05769,763.1346,417.6346154,393.3461538
2001-05-01,24261.88462,400.4615,324.2692308,340.0961538
2001-05-02,29812.22917,984.375,482.6875,518.3125
2001-05-03,32049.82,1094.24,558.9,630.98
2001-05-04,36820.97959,1085.347,589.0408163,591
2001-05-05,24417.01887,383.9811,278.6792453,359.8490566
2001-05-06,21399.28846,209.2692,202.7692308,287.0192308
2001-05-07,30753.32692,964.8269,507.6346154,512.8846154
2001-05-08,29734.82692,1016.654,535.3076923,625.75
2001-05-09,31247.44231,1055.019,542.9038462,630.5576923
2001-05-10,31981.61538,1130.75,605.4615385,643.6346154
2001-05-11,37820.58182,1070.545,604.4909091,584.8909091
2001-05-12,26753.55357,374.8571,294.3214286,364.1071429
2001-05-13,24853.66071,214.1964,227.8571429,287.8392857
2001-05-14,33030.58929,1016.607,522.375,532
2001-05-15,32726.81132,1076.792,565.2075472,647.3018868
2001-05-16,34619.94444,1096.444,591.7407407,653.0555556
2001-05-17,35375.07547,1171.774,584.9245283,642.3018868
2001-05-18,38161.35849,1059.623,606.7358491,590.0754717
2001-05-19,24723.59259,346.3148,292.7407407,349.1851852
2001-05-20,21981.21818,216.0182,228.5272727,286.0909091
2001-05-21,31423.84906,950.566,519.5283019,510.509434
2001-05-22,33094.16364,1085.909,573.3636364,628.4545455
2001-05-23,33948.33929,1074.946,575.8571429,621.625
2001-05-24,34707.98214,1132.375,600.1785714,638
2001-05-25,38463.67925,990.8491,580.7169811,553.7924528
2001-05-26,26707.29091,356.4182,284.5454545,329.8363636
2001-05-27,24726.74545,236.7455,242.2181818,274.9636364
2001-05-28,33445.77778,977.8148,501.8703704,491.5555556
2001-05-29,28447.4127,920.5714,524.6984127,647.5714286
2001-05-30,29294.11111,959.3492,549.0793651,678.2063492
2001-05-31,29622.09375,986.7656,551.625,673.484375
2001-06-01,33977.6,897.5231,549.1384615,590.7692308
2001-06-02,23048.84615,311.6615,268.4461538,366.5230769
2001-06-03,20994.16923,211.0769,214.3692308,308.3230769
2001-06-04,27837.45313,827.2031,449.953125,489.71875
2001-06-05,27627.25,900.3281,514.15625,638.921875
2001-06-06,29188.61111,957.6296,524.5185185,608.2037037
2001-06-07,29971.625,973.4643,550.8928571,598.6071429
2001-06-08,34530.32727,954.0909,543.4,562
2001-06-09,23970.48214,329.5536,255.8928571,329.8214286
2001-06-10,21128.75,203.1607,199.3392857,290.6071429
2001-06-11,29375.88679,906.1509,492.0377358,524.9056604
2001-06-12,29442.51852,965.463,546.3148148,628.7962963
2001-06-13,32612.31481,1057.778,550.1481481,636.7777778
2001-06-14,32438.96364,1091.982,576.8909091,655.9454545
2001-06-15,37225.07018,1028.368,589.5087719,591.5438596
2001-06-16,23518.32759,287.3448,245.7586207,307.8103448
2001-06-17,23325.38596,233.3509,228,276.7192982
2001-06-18,31855.82456,955.6842,519.7719298,531.4035088
2001-06-19,32962.625,1068.161,581,636.5535714
2001-06-20,33411.80702,1080.158,579.3333333,650.3684211
2001-06-21,33256.55172,1098.569,589.862069,634.1034483
2001-06-22,38241.08621,1043.259,604.8103448,595.2241379
2001-06-23,25159.72414,361,284.637931,342.3448276
2001-06-24,22719.25862,250.4655,224.5862069,281.0172414
2001-06-25,32307.39655,989.7069,535.4655172,540.8103448
2001-06-26,31455.40741,1053.093,561.7777778,616.5185185
2001-06-27,32874.2037,1078.204,618.6851852,652.9259259
2001-06-28,33771.48214,1132.357,593.0178571,657.625
2001-06-29,40485.21053,1117.211,619.1754386,576.7368421
2001-06-30,27499.98214,412.2321,303.1071429,342.2857143
2001-07-01,25865.24561,287.8947,256.7719298,269.5087719
2001-07-02,31699.125,951.8571,524.1785714,516.2142857
2001-07-03,32123.56364,1064.236,564.2727273,626.1272727
2001-07-04,33179.96552,1067.534,565.9482759,637.7586207
2001-07-05,33625.77586,1113.017,578.8448276,632.8448276
2001-07-06,38310.31579,1090.772,587.1578947,579.0701754
2001-07-07,24896.51724,375.5,275.1034483,347.3275862
2001-07-08,22579.66667,255.2632,213.5964912,284.6491228
2001-07-09,30969.26316,936.4035,513.4385965,509.2982456
2001-07-10,31263.84211,1027.579,566.9122807,645.1578947
2001-07-11,34525.89286,1094.946,601,662.3392857
2001-07-12,32749.10909,1077.673,583.1636364,680.9272727
2001-07-13,36737.33929,1018.429,596.375,614.7678571
2001-07-14,25252.96429,383.3036,301.0535714,362.9285714
2001-07-15,25290.69643,253.8036,242.7142857,288.7678571
2001-07-16,31087.80357,923.3036,521.4285714,515.4107143
2001-07-17,30830.55556,990.6481,559.1666667,650.537037
2001-07-18,30960.89091,991.5818,548.2909091,656.4
2001-07-19,32008.12727,1043.018,552.1090909,661.0181818
2001-07-20,35588.91071,1004.946,558.9107143,585.125
2001-07-21,24037.01754,337.2982,265.6842105,362.3333333
2001-07-22,22050.22807,226.3333,214.2631579,285.9649123
2001-07-23,31466.83929,931.1964,499.6964286,525.0178571
2001-07-24,32289.98214,1056.286,564.7142857,649.8928571
2001-07-25,34797.125,1111.304,596.1785714,688.1964286
2001-07-26,38699.2,1108.2,587.85,639.05
2001-07-27,40464.41667,991.9667,565.6666667,560.4333333
2001-07-28,31488.84375,360.2188,305.125,317.96875
2001-07-29,27411.61538,233.3385,224.0461538,249.9846154
2001-07-30,37338.69231,884.6308,496.1384615,476.8153846
2001-07-31,38212.63077,982.8154,538.5538462,588.5692308
2001-08-01,42754,1112.985,590.1323529,602.5735294
2001-08-02,43005.83824,1134.426,604.9411765,619.6617647
2001-08-03,48531.85507,1101.043,608.3188406,569.7681159
2001-08-04,32457.24638,383.5652,274.4202899,334.4347826
2001-08-05,29693.17391,226.7246,238.3333333,257.3333333
2001-08-06,41223.30435,996.4348,531.9855072,518.3913043
2001-08-07,42188.15942,1112.101,584.4057971,616.5507246
2001-08-08,40208.25,1191.95,633.9333333,660.1333333
2001-08-09,25040.56667,430.2333,336.9333333,453.4833333
2001-08-10,34838.61667,999.5833,535.8,546.7
2001-08-11,24219.88333,322.25,249.4333333,334.9666667
2001-08-12,26802.38333,283.1167,267.6333333,275
2001-08-13,35104.63333,1018.633,522.7333333,541.5833333
2001-08-14,35197.91525,1106.373,577.6440678,641.0338983
2001-08-15,36337.01754,1143.351,610.6140351,660.1929825
2001-08-16,35686.10345,1147.828,590.3965517,658.1551724
2001-08-17,39218.01754,1123.368,576.2631579,606.4210526
2001-08-18,25571.11864,381.2034,282.7118644,384.4915254
2001-08-19,23113.49153,224,223.3728814,296.3389831
2001-08-20,33602.88136,1043.644,528.0508475,571.9661017
2001-08-21,33744.33898,1112.119,576.6271186,665.9322034
2001-08-22,34200.36842,1124.14,594.9649123,695.8596491
2001-08-23,34631.42105,1176.912,587.9649123,679.5614035
2001-08-24,39117.58621,1110.552,599.4482759,645.3965517
2001-08-25,27683.71667,393.05,322.0833333,392.25
2001-08-26,25045.26667,239.4667,233.4166667,295.0666667
2001-08-27,32950.01695,1024.949,537.6779661,554.4915254
2001-08-28,34816.125,1157.339,612.8392857,652.0357143
2001-08-29,36014.74576,1124.763,587.6949153,638.779661
2001-08-30,36919.05172,1137.776,596.5689655,624.7068966
2001-08-31,43635.5,1152.333,626.0666667,596.6666667
2001-09-01,30392.7377,418.3115,353.3606557,333.2622951
2001-09-02,28762.40984,257.4098,268.2131148,269.1311475
2001-09-03,35178.96667,1062.517,586.4333333,532.55
2001-09-04,35332.06667,1153,596.85,661.55
2001-09-05,36573.19048,1173.937,612.2063492,653.6507937
2001-09-06,37976.70968,1222.242,657.7096774,695.4193548
2001-09-07,41865.77778,1129.079,668.6984127,642.984127
2001-09-08,29024.46032,393.3968,314.4126984,380.6349206
2001-09-09,25489.33871,219.9032,227.0322581,288.7419355
2001-09-10,32878.44262,1003.787,552.4754098,569.9016393
2001-09-11,34128.36066,1114.393,589.0491803,656.2295082
2001-09-12,34418.41667,1141.483,604.35,655.7333333
2001-09-13,32983.29508,1090.098,545.852459,611.4590164
2001-09-14,35289.72581,998.1935,544.2903226,546.7419355
2001-09-15,23844.14286,327.127,261.8253968,333.7460317
2001-09-16,21026.22581,186.6613,205.0967742,277.9516129
2001-09-17,28029.40984,890.2623,487.8360656,516.0983607
2001-09-18,28084.7377,951.5902,527.557377,628.5409836
2001-09-19,31449.95238,1032.381,568.5714286,662.8412698
2001-09-20,33392.42857,1107.905,605.3492063,649.8888889
2001-09-21,41434.29508,1196.541,697.4098361,638.1147541
2001-09-22,26539.77049,407.8689,341.5737705,352.0655738
2001-09-23,20689.65574,186.0328,189.1967213,206.4590164
2001-09-24,26320.01639,357.3279,336.0983607,302.295082
2001-09-25,35042,1113.322,575.3728814,596.5762712
2001-09-26,35331.33898,1194.593,623.9152542,655.6440678
2001-09-27,36270.62712,1233.339,656.9322034,701.1355932
2001-09-28,43403.01695,1189.119,674.220339,618.6440678
2001-09-29,30193.13559,457.4237,336.0169492,384.3220339
2001-09-30,27497.10169,265.5254,268.7288136,290.7118644
2001-10-01,36619.98214,1096.929,566.5357143,533.9107143
2001-10-02,36109.91228,1191.211,629.1403509,655.7719298
2001-10-03,37429.21429,1241.482,662.9285714,671.1607143
2001-10-04,36332.18644,1231.237,630.2711864,689.9661017
2001-10-05,40903.69492,1174.712,644.559322,637.9322034
2001-10-06,28772.7931,449.7931,320.2586207,392.0344828
2001-10-07,28774.38596,286.7193,276.6140351,308.0701754
2001-10-08,34576.125,1086.125,558.4821429,566.2142857
2001-10-09,35585.80702,1218.123,625.4385965,708.5438596
2001-10-10,33006.72414,1132.966,601.862069,688.7068966
2001-10-11,33312.96552,1153.5,619.2586207,690.637931
2001-10-12,39402.27119,1155.746,620.2542373,648.559322
2001-10-13,26953.82759,403.7414,308.1551724,381.0689655
2001-10-14,23745.56897,235.7414,219.7413793,284.3103448
2001-10-15,34137.87931,1047.621,555.7413793,554.9310345
2001-10-16,34190.15517,1147.103,607.6206897,650.8448276
2001-10-17,35606.89474,1177.807,619.2807018,686.4385965
2001-10-18,34107.41379,1197.966,611,652.1724138
2001-10-19,36997.85,1098.417,588.8,595.35
2001-10-20,25211.5082,377.7049,292.3606557,350.8032787
2001-10-21,21933.86885,212.1967,198.2786885,279
2001-10-22,32291.4918,1009.41,530.3606557,526.4918033
2001-10-23,32888.63934,1110.262,585.6229508,640.2295082
2001-10-24,34108.11667,1133.75,612.3166667,673.9333333
2001-10-25,34954.44068,1156.881,599.8305085,655.4237288
2001-10-26,40040.08772,1136.895,599.4736842,611.6315789
2001-10-27,27572.77966,386.4915,295.1525424,347.4915254
2001-10-28,24701.72881,234.9492,216.3898305,271.7627119
2001-10-29,34257.18644,1049.576,546.0338983,533.9661017
2001-10-30,33919.96552,1151.983,594.2758621,633.8448276
2001-10-31,34131.28814,1150.136,586.2711864,658.0508475
2001-11-01,36552.55932,1217.169,611.9322034,665.4067797
2001-11-02,39116.75,1108.286,607.3214286,601.8392857
2001-11-03,27849.67241,419.6897,306.5172414,358.0344828
2001-11-04,25569.51724,240.3793,224.0172414,279.862069
2001-11-05,33987.31034,1051.345,527.2241379,542.9482759
2001-11-06,33852.61667,1132.683,582.9333333,656.5666667
2001-11-07,34800.67241,1199.845,605.637931,685.362069
2001-11-08,36804.51786,1243.357,613.2321429,683.3928571
2001-11-09,40350.27586,1148.259,606.637931,631.6206897
2001-11-10,26541.08621,391.9828,297.1034483,369.1206897
2001-11-11,23799.7069,218.1379,231.7068966,303.0344828
2001-11-12,32846.74138,1042.759,524,544.3103448
2001-11-13,34506.61404,1156.684,587.7017544,653.1052632
2001-11-14,36468.2931,1209.776,634.0517241,689.1896552
2001-11-15,35269,1212.121,611.0862069,690.9482759
2001-11-16,39526.15254,1146.153,607.4237288,633.7627119
2001-11-17,26906.93103,416.1034,304.1551724,402.6551724
2001-11-18,24058.39655,224.2414,223.1551724,310.5344828
2001-11-19,33815.41379,1083.431,548.862069,578.2758621
2001-11-20,34576.84746,1173.169,599.4237288,655.6610169
2001-11-21,36231.0339,1204.424,604.9661017,688.1355932
2001-11-22,37560.54386,1284.965,641.2982456,716.1052632
2001-11-23,41995.87719,1202.526,624.4385965,655.8245614
2001-11-24,29453.62069,453.0517,327.1206897,404.9310345
2001-11-25,25190.26786,247.6964,247.7142857,309.3392857
2001-11-26,32564.81818,1040.273,505.4181818,560.3636364
2001-11-27,34661.98214,1166.054,605.0535714,678.5178571
2001-11-28,35674.50877,1181.737,614.1754386,678.6666667
2001-11-29,37124.35088,1289.175,631.0877193,696.8070175
2001-11-30,41978.93103,1195.034,620.1551724,626.7068966
2001-12-01,30242.53448,485.9138,331.3103448,380.7068966
2001-12-02,26647.35088,295.7193,271.7017544,308.877193
2001-12-03,35070.41071,1098.732,563.1785714,556.5
2001-12-04,36489.58182,1220.636,618.0181818,647.6545455
2001-12-05,36955.70175,1253.439,622.754386,708.2280702
2001-12-06,35505.17857,1255.214,644.4464286,711.9285714
2001-12-07,39817,1192.964,647.3035714,666.0714286
2001-12-08,30867.91228,549.8772,386.1754386,432.2982456
2001-12-09,26894.4386,309.7895,285.2280702,327.7192982
2001-12-10,35158.92982,1149.491,565.2280702,570
2001-12-11,35362.58929,1216.857,623.4107143,686.5535714
2001-12-12,37252.74545,1307.509,651.9272727,699.2727273
2001-12-13,38069.87273,1304.382,660.1272727,711.3090909
2001-12-14,42463.16071,1213.607,668.8392857,651.4464286
2001-12-15,32012.10169,586.4915,423.2881356,418.3050847
2001-12-16,25965.76667,295.0167,263.9,234.1833333
2001-12-17,25079.91667,407.8,316.0166667,336.2166667
2001-12-18,31895,991.3898,530.6271186,566.5423729
2001-12-19,32558.65517,1066.828,563.5172414,641.2241379
2001-12-20,34666.03448,1090.207,587.7241379,643.7586207
2001-12-21,39407.83051,992.4068,569.3559322,554.220339
2001-12-22,30484.08333,495.9667,345.5,314.5166667
2001-12-23,23774.91525,293.1186,260.4745763,177.9830508
2001-12-24,26669.59322,417.2881,257.3728814,190.9661017
2001-12-25,17334.53448,71.15517,62.87931034,50.86206897
2001-12-26,20746.2931,180.6897,159.8275862,105.5172414
2001-12-27,23209.10345,491.9138,281.862069,301.2931034
2001-12-28,24821.87719,551.2632,314.6842105,334.7192982
2001-12-29,20344.84211,280.193,192.8421053,237.6491228
2001-12-30,18542.57143,176.9643,165.8214286,153.6071429
2001-12-31,21603.89286,333.0893,200.25,191.1964286
2002-01-01,20225.71429,137,135.2321429,121
2002-01-02,26592.25,528.4464,322.4464286,314.7142857
2002-01-03,27445.26316,655.3684,382.0175439,404.2807018
2002-01-04,29631.15789,663.1404,386.1052632,392.1052632
2002-01-05,23815.43636,349.4364,282.9090909,267.1272727
2002-01-06,24106.56364,274.4727,246.0545455,211.3454545
2002-01-07,31476.60714,725.5179,434.6428571,404.8928571
2002-01-08,29594.67857,832.75,443.9285714,501.3214286
2002-01-09,30419.875,858.125,500.0892857,537.1964286
2002-01-10,31635.19298,907.6842,478.1929825,545.5614035
2002-01-11,35251.98246,883,510.0877193,492.6315789
2002-01-12,24941.82456,334.1053,283.245614,311.7017544
2002-01-13,23706.17544,230.3509,240.4912281,238.5087719
2002-01-14,32387.96491,848.807,484.6140351,467.754386
2002-01-15,33396.01695,965.8814,527.8474576,569.7457627
2002-01-16,32486.86207,963.2931,540.0689655,597.6551724
2002-01-17,32123.79661,995.8983,522,588.7288136
2002-01-18,36572.08772,967.0526,528.7894737,553.1403509
2002-01-19,24551.92982,336.2105,258.7719298,345.7894737
2002-01-20,21800.22807,192.6667,205.9298246,269.7894737
2002-01-21,32327.15789,914.4035,503.7192982,510.1578947
2002-01-22,32679.12281,1021.579,528.8245614,603.5087719
2002-01-23,32271.53448,1013.155,546.637931,627.6551724
2002-01-24,31127.08065,1018.097,538.5,611.2096774
2002-01-25,37668.51515,973.9242,550.0454545,527.7272727
2002-01-26,25911.01515,347.3788,262.3030303,320.3787879
2002-01-27,23254.22727,210.5455,206.7575758,261.8030303
2002-01-28,32909.75,935.3281,495.71875,494.984375
2002-01-29,33279.80645,1040.887,568.8870968,591.8064516
2002-01-30,33977.90909,1056,584.8181818,590.2727273
2002-01-31,34486.63077,1062.892,573.4,577.8153846
2002-02-01,37604.30159,997.9206,555.2698413,535.9206349
2002-02-02,26561.64063,335.3281,268.359375,331.328125
2002-02-03,24253.26563,195.25,205.9375,250.078125
2002-02-04,34640.4717,998.8679,525.3584906,549.5660377
2002-02-05,34750.4717,1083.566,569.509434,623.2641509
2002-02-06,33892.43396,1095.226,570.6603774,649.6226415
2002-02-07,34342.86538,1099.846,580.5,660.2884615
2002-02-08,39473.57407,1096.222,587.6481481,596.462963
2002-02-09,28791.94545,399.4545,311.3272727,358.4363636
2002-02-10,25528.32727,216.8364,209.9272727,267.5818182
2002-02-11,36190.76364,1017.218,521.8181818,546.6181818
2002-02-12,36454.46296,1122.463,584.7592593,639.1851852
2002-02-13,36226.27451,1136.235,562.9411765,655.7254902
2002-02-14,36363.45098,1108.451,541.5294118,655.5490196
2002-02-15,41928.68627,1110.98,601.0196078,620.9019608
2002-02-16,29094.90566,402.2642,290.8113208,366.6226415
2002-02-17,24744.69091,206.3818,205.7454545,297.9636364
2002-02-18,36201.65455,1061.964,537.4909091,548.4181818
2002-02-19,36330.48214,1143.911,595.7142857,639.7321429
2002-02-20,36552.29091,1144.273,598.3454545,666.3636364
2002-02-21,36974.23636,1175.382,611.1636364,668.4909091
2002-02-22,41012.61818,1148.455,596.2727273,612.9090909
2002-02-23,28224.92727,387.6364,297.7272727,358.0909091
2002-02-24,25281.09091,222.7273,221.4545455,297.7272727
2002-02-25,36336.85185,1044.944,534.962963,572.9814815
2002-02-26,38171.07692,1177.904,627.9230769,644.75
2002-02-27,38796.61818,1179.945,609.2,663.9636364
2002-02-28,41339.19298,1264.947,620.7017544,668.8947368
2002-03-01,45570.17857,1139.696,622.625,604.2678571
2002-03-02,32593.96491,413.9298,312.877193,352.245614
2002-03-03,26025.26415,218.6604,231.6603774,287.5471698
2002-03-04,33682.35849,965.5849,511.1698113,540.3018868
2002-03-05,35607.43636,1093.873,563.1818182,629.3454545
2002-03-06,37027.14545,1145.291,597.3454545,690.0545455
2002-03-07,38122.14286,1189.893,596.2321429,677.9107143
2002-03-08,42580.19643,1166.196,610.2857143,608.625
2002-03-09,29938.23636,395.2182,284.9818182,353.8545455
2002-03-10,25979.6,217.4,203.5636364,290.0363636
2002-03-11,36151.96296,1074.278,547.1296296,547.8333333
2002-03-12,36016.12727,1131.382,577.8,657.1454545
2002-03-13,37218.89091,1166.436,587.9636364,670.7454545
2002-03-14,38830.96364,1227.018,640,675.7090909
2002-03-15,42008.75,1144.25,612.3214286,612.0892857
2002-03-16,30087.49091,408.3818,315.0545455,390.8363636
2002-03-17,25486.87273,225.9636,227.4727273,295.3818182
2002-03-18,36961.50909,1075.709,578.0727273,576.3454545
2002-03-19,38897.62963,1220.981,637.4074074,650.2407407
2002-03-20,43411.83333,1341.222,686.5555556,659.4814815
2002-03-21,26126.35185,499.1852,372.5,465.3518519
2002-03-22,36664.81132,1089.321,576.8867925,579.6981132
2002-03-23,26091.74074,403.5926,283.5925926,366.1111111
2002-03-24,25084.81481,253.463,245.2037037,299.4074074
2002-03-25,36226.43396,1091.245,549.5849057,551.7924528
2002-03-26,36884.63462,1206.904,621.8269231,657.5384615
2002-03-27,39574.32727,1282.291,679.9454545,679.2181818
2002-03-28,44930.57895,1149.842,686.5789474,574.3684211
2002-03-29,25453.89831,303.9153,377.7966102,218.9830508
2002-03-30,22505.35593,222.3051,171.0847458,127.9152542
2002-03-31,22541.84746,168.8983,181.3898305,97.16949153
2002-04-01,29500.61404,358.1404,441.8596491,219.3157895
2002-04-02,36542.68421,1020.351,573.2105263,504.2105263
2002-04-03,35030.55357,1112.929,583.8035714,604.8035714
2002-04-04,36146.15517,1149.828,604.3275862,623.6206897
2002-04-05,40280.68421,1155.105,597.7894737,599.3157895
2002-04-06,27692.52542,413.7627,313.9152542,391.6779661
2002-04-07,26253.52632,247.4912,232.3333333,288.2631579
2002-04-08,35512.2807,1027.123,553.122807,543.0877193
2002-04-09,34557.65517,1094.19,579.0689655,626.7931034
2002-04-10,34568.32759,1098.207,566.9655172,646.3793103
2002-04-11,33125.36842,1081.281,575.1578947,663
2002-04-12,37020.47368,1005.018,557.5789474,583.6491228
2002-04-13,23849.69643,333.5179,260.6785714,371.3571429
2002-04-14,20608.14286,190.9107,189.6785714,270.4107143
2002-04-15,28782.88235,867.1765,473.6078431,516.9215686
2002-04-16,28418.61538,948.1923,514.9038462,616.1730769
2002-04-17,33132.67925,1043.962,552.5660377,624.754717
2002-04-18,34859.04918,1104.279,572.557377,615.852459
2002-04-19,34856.63793,981.3276,528.1896552,557.362069
2002-04-20,25157.5614,340.6491,272.4736842,341.8245614
2002-04-21,22078.71186,191.5932,186.0677966,270.0169492
2002-04-22,31968.72414,936.5345,502.2758621,527.3793103
2002-04-23,34074.78571,1055.036,549.75,598.4464286
2002-04-24,34017.08475,1060.441,553.9491525,632.6101695
2002-04-25,34054.62069,1057.828,563.7931034,603.7241379
2002-04-26,38972.7069,981.6379,544.3448276,544.1206897
2002-04-27,26176.88333,310.1833,237.8333333,286.7666667
2002-04-28,24101.21667,215.4333,214.35,261.9833333
2002-04-29,32685.98333,935.2167,504.4833333,498.8833333
2002-04-30,35051.03333,1084.883,537.7333333,567.35
2002-05-01,23686.66667,386.0351,275.7368421,384.6140351
2002-05-02,34765.92982,1072.789,541.2280702,543.0526316
2002-05-03,38559.86207,1063.483,566.5689655,518.1206897
2002-05-04,26176.1,354.4667,270.5833333,328.9333333
2002-05-05,23650.06667,230.6,198.35,243.2166667
2002-05-06,34910.86154,988.8308,505.8,482.2769231
2002-05-07,38413.44118,1161.029,573.7941176,537.2794118
2002-05-08,38646.01493,1154.94,576.0597015,554.5820896
2002-05-09,39088.53731,1190.418,568.5522388,565.9701493
2002-05-10,43079.66667,1114.742,579.8030303,530.3030303
2002-05-11,29624.37879,372.9394,262.1515152,318.8484848
2002-05-12,27310.57353,203.7206,188.1029412,242
2002-05-13,37304.07692,1056.8,506.4307692,458.8461538
2002-05-14,37965.93846,1128,535.2769231,518.9692308
2002-05-15,33639.75439,1035.596,532.3508772,570.3859649
2002-05-16,33370.65517,1030.414,523.3793103,585.0689655
2002-05-17,36618.84483,983.1034,527.9310345,530.6896552
2002-05-18,24678.81034,332.1379,255.7931034,332.3275862
2002-05-19,21299.63793,191.4483,186.862069,252.1034483
2002-05-20,31509.33929,896.4464,469.4285714,494.2142857
2002-05-21,31248.16071,948.125,501.1964286,550.5714286
2002-05-22,30444.78182,944.3636,507.7818182,567.2727273
2002-05-23,29100.58182,944.3818,497.8909091,576.7454545
2002-05-24,34797.73684,918.9649,517.5438596,527.4035088
2002-05-25,24011.42105,334.7895,263.5964912,329.3333333
2002-05-26,21380.76786,198.75,176.0535714,241.8928571
2002-05-27,29273.72222,850.463,460.2962963,465.037037
2002-05-28,30946.34545,954.5273,509.7090909,542.0363636
2002-05-29,32496.66667,1006.333,524.6491228,582.4035088
2002-05-30,33046.26316,1040.14,526.9122807,582.4035088
2002-05-31,36465,954.7544,516.5789474,523.8596491
