"","y","sa","t","s","i"
"152",1152000,1211776.30495083,1209644.22610956,0.950670511787854,1.00176256687317
"153",1193000,1227218.49180227,1227597.10173195,0.972117033738612,0.999691584536053
"154",1251000,1245840.42381806,1245645.63875149,1.00414144226122,1.0001563727761
"155",1273000,1252615.65933407,1266024.63360298,1.0162734199545,0.989408599238114
"156",1534000,1294669.3487082,1290175.74386102,1.18485851351205,1.00348294010995
"157",1787000,1321178.71658056,1314575.52502719,1.35258006927712,1.00502305986051
"158",1835000,1338412.89790043,1336502.355761,1.37102683549939,1.00142950899502
"159",1848000,1362651.88533653,1356287.69784168,1.35617909451877,1.00469235804836
"160",1872000,1382553.61719402,1372719.87927202,1.35401620358084,1.0071636887252
"161",1860000,1382751.08445442,1385925.79676636,1.34514448833998,0.997709320138682
"162",1831000,1391798.68101414,1399952.36788921,1.31556382756868,0.994175739787945
"163",1924000,1431293.01998035,1414598.15122348,1.34423907134432,1.01180184545161
"164",1869000,1417372.38862441,1427110.73791813,1.31863722970778,0.993176178249542
"165",1869000,1440146.85894514,1440154.39270739,1.29778431164234,0.999994768781536
"166",1833000,1446140.47476802,1456312.96214739,1.26751171963017,0.993014902947525
"167",1808000,1468726.34823684,1476942.29939269,1.23099854657775,0.99443718880607
"168",1788000,1496912.87787436,1502770.27428169,1.19445829241511,0.996102267587021
"169",1775000,1535727.82911269,1531430.06761838,1.15580376050459,1.0028063713683
"170",1762000,1557718.64868833,1560633.85785549,1.13114136592233,0.998132035164755
"171",1739000,1573772.49854377,1593509.03023804,1.10498817434484,0.987614421180079
"172",1767000,1627803.35321837,1634492.44888427,1.08551195481101,0.995907539572628
"173",1805000,1701637.12770438,1678112.90481047,1.06074319290098,1.01401825993142
"174",1774000,1733547.79517006,1713778.67555582,1.02333492329582,1.0115353982963
"175",1738000,1752416.04869069,1738421.31038833,0.991773615231692,1.00805025698818
"176",1689000,1760683.57403363,1755262.82390826,0.959286509460975,1.00308828401738
"177",1639000,1771721.82605593,1767789.925307,0.925088789840454,1.00222419004241
"178",1579000,1774529.89754179,1778903.79135599,0.889813128641759,0.9975412420641
"179",1582000,1784640.60429595,1791692.89494944,0.886452990138097,0.996063895395591
"180",1574000,1808249.01864535,1806999.96410398,0.870455332075426,1.00069123108256
"181",1578000,1828971.32758673,1821912.87883581,0.862780064508788,1.00387419663855
"182",1579000,1845519.77450982,1832552.2771356,0.855585522197608,1.00707619506194
"183",1628000,1832569.68446006,1839138.55312867,0.88837003787917,0.996428290485545
"184",1759000,1831563.39945905,1848065.75334192,0.96038171570775,0.99107047254513
"185",1774000,1868648.36736408,1861793.77865503,0.949349289562921,1.00368171211422
"186",1801000,1884413.68674295,1874413.99893739,0.955734939026513,1.00533483414616
"187",1790000,1871401.45651875,1884947.05502065,0.95650240826991,0.992813804257356
"188",1767000,1882997.35885458,1900542.36925332,0.938397492535444,0.990768419224646
"189",1748000,1921143.55257335,1923830.02790099,0.909874744996839,0.998603579688081
"190",1706000,1959950.66390616,1949088.41979121,0.870430073275396,1.00557298684075
"191",1646000,1984085.91648214,1969444.53379725,0.829601171162193,1.00743427013741
"192",1577000,1961377.1810394,1987710.54698933,0.804026892555307,0.986751911142286
"193",1643000,2020797.68616968,2010078.63780022,0.81304526981829,1.00533265125448
"194",1585000,2027694.88949399,2034246.82945323,0.78167578771949,0.996779181432472
"195",1597000,2052863.2927307,2059834.13689875,0.777937822579351,0.996615822583396
"196",1640000,2094531.42882756,2087538.74134803,0.782991354261039,1.00334972824265
"197",1672000,2120115.0278199,2113276.21167588,0.788636455126355,1.00323612034539
"198",1728000,2140130.28708266,2135177.21163084,0.807427477864228,1.00231974911724
"199",1758000,2166783.22469681,2152328.11930685,0.811340968474589,1.00671603240244
"200",1773000,2150487.68167701,2166646.80163176,0.824464150669937,0.99254187625663
"201",1854000,2182504.95152578,2183578.75432799,0.849482608827018,0.999508237200014
"202",2007000,2231649.87025023,2198128.20348461,0.899334625361709,1.01525009629215
"203",1980000,2203840.70477989,2202454.52328662,0.898431540766807,1.00062938030212
"204",2186000,2210294.73142039,2199475.42182896,0.989008374731645,1.00491904091496
"205",2214000,2202444.50668488,2191078.23758738,1.00524666718278,1.00518752315755
"206",2223000,2166731.23031155,2179330.78154275,1.02596942754195,0.994218614568331
"207",2254000,2174917.89654442,2168455.8894925,1.03636096037521,1.00298000392041
"208",2446000,2151494.61411669,2158313.73510122,1.13688409162215,0.996840533017224
"209",2757000,2140127.51443838,2150570.99262309,1.28824099564156,0.995143857970496
"210",2829000,2146349.51862017,2146766.52963487,1.31805187154173,0.99980574924709
"211",2798000,2139856.83020809,2145178.21082992,1.30756411387014,0.99751937596841
"212",2794000,2143105.85985389,2145312.0597223,1.30371534712265,0.998971618204255
"213",2781000,2144319.71011831,2147052.39493907,1.29691481493054,0.998727238875399
"214",2761000,2158848.44435046,2148094.9134431,1.27892256968076,1.00500607810207
"215",2744000,2123654.28075112,2150058.37061555,1.29211238612222,0.987719361378609
"216",2782000,2171908.97901362,2155696.49587989,1.28090082359872,1.00752076331929
"217",2717000,2150039.12539821,2162051.68505555,1.26369793363494,0.994443907266248
"218",2703000,2176982.95217781,2168028.36887459,1.24162662702341,1.00413028880608
"219",2634000,2174868.15749004,2172569.77030179,1.21110789678388,1.00105791179629
"220",2561000,2174434.14655088,2174929.57239597,1.17777767795925,0.999772210626322
"221",2505000,2188420.60995123,2174836.90909212,1.14466112620637,1.00624584804604
"222",2406000,2159381.60267914,2172509.32436414,1.11420788109655,0.993957346218139
"223",2374000,2179053.28258405,2170592.53667235,1.08946395160414,1.00389789689624
"224",2323000,2178250.81351023,2166084.15219388,1.06645202911987,1.00561689226341
"225",2226000,2147551.63889634,2158081.37305116,1.03652920827737,0.995120789101695
"226",2144000,2143883.3262116,2152509.73091127,1.00005442170615,0.995992396886394
"227",2077000,2141612.85587874,2152486.78939281,0.969829815084747,0.994948199650909
"228",2030000,2154821.49050299,2157124.58824394,0.942073396310031,0.99893232975346
"229",1989000,2166191.81168062,2163468.43689741,0.918201236508622,1.00125880033042
"230",1918000,2167525.05742355,2169429.21232461,0.884880197085172,0.999122278389981
"231",1947000,2187414.53400105,2173245.93338485,0.890091918900576,1.00651955694408
"232",1902000,2178500.75557382,2171957.26350224,0.87307750301836,1.00301271677005
"233",1883000,2173259.45699645,2165222.7147466,0.866440495145664,1.0037117393029
"234",1870000,2168599.69752195,2152583.03351206,0.862307599755197,1.00744067186284
"235",1846000,2122925.27732624,2135856.8424071,0.869554863619591,0.993945490716368
"236",2006000,2113771.35445199,2121753.81374153,0.949014658456317,0.996237801370809
"237",1979000,2092261.40275245,2115274.492066,0.945866514287624,0.989120518684517
"238",1997000,2103169.91476337,2119071.08448943,0.949519097806555,0.992496160302291
"239",2020000,2127729.79558461,2131480.51322995,0.949368667107935,0.998240322807524
"240",2015000,2156629.52188422,2145681.38786855,0.934328302359286,1.00510240433531
"241",1985000,2170060.45901547,2154823.8287718,0.914721058463308,1.00707094011131
"242",1895000,2158040.27569732,2157574.49856117,0.878111507621271,1.0002158799784
"243",1817000,2152620.86260916,2158619.98643632,0.844087331662133,0.997220852273739
"244",1756000,2160703.54155122,2161265.49433727,0.812698256022355,0.999739989007583
"245",1801000,2171885.1741825,2163532.95232511,0.829233525514485,1.00386045511737
"246",1733000,2169061.26083122,2162179.09630949,0.798963141933521,1.00318297616209
"247",1713000,2163921.48797756,2156198.20061568,0.791618369482067,1.00358190047634
"248",1690000,2145154.18127818,2147011.01710778,0.787822159707431,0.999135153096649
"249",1692000,2138874.15852598,2136771.07597603,0.791070383105686,1.00098423390957
"250",1724000,2127871.99870229,2125727.27415217,0.810199110214997,1.00100893683597
"251",1693000,2100686.26692557,2115886.4902226,0.80592710423045,0.992816144265174
"252",1746000,2116588.7830731,2108996.13190492,0.824912242738508,1.00360012569645
"253",1787000,2121530.46148576,2098571.55299485,0.842316446754444,1.01094025526942
"254",1828000,2067388.0827223,2082426.40062552,0.884207476707963,0.992778463671658
"255",1814000,2054295.96073405,2069659.88298893,0.883027584473179,0.99257659561305
"256",2015000,2062807.77411837,2063757.66803667,0.976823931576076,0.999539726038082
"257",2053000,2066186.86792647,2059272.40364528,0.993617775753409,1.00335772201334
"258",2110000,2059482.59533948,2051584.73512688,1.02452917289752,1.0038496388072
"259",2147000,2044541.34295326,2039732.16086332,1.05011327229937,1.00235775175889
"260",2245000,2041357.78383297,2022451.0950948,1.09975821866202,1.00934840342198
"261",2485000,1994350.94693351,1999774.846183,1.24601941489832,0.997287745037974
"262",2529000,1958732.08137038,1979173.33242284,1.29114135825592,0.98967182372681
"263",2527000,1954418.10317177,1967503.3596711,1.29296796621921,0.99334930919685
"264",2516000,1956374.92299713,1963853.35469638,1.28605206007524,0.996191960218734
"265",2529000,1965927.69947405,1964027.78938216,1.28641556893297,1.00096735397643
"266",2506000,1965956.42403634,1964454.49126084,1.27469763284726,1.00076455462938
"267",2551000,1983960.67842369,1960625.29726502,1.28581177426704,1.0119020096248
"268",2470000,1936670.72154672,1951909.53152376,1.27538459301297,0.992192870760186
"269",2474000,1944505.03570573,1944233.46410006,1.27230321062249,1.00013968055312
"270",2413000,1937786.06840062,1938858.8842242,1.24523549805041,0.999446676685803
"271",2360000,1933118.39590547,1933818.20374761,1.22082537986225,0.999638121183894
"272",2298000,1930923.19106753,1928777.06612279,1.19010430380171,1.00111268688457
"273",2203000,1912289.9037988,1925061.71360657,1.15202197931584,0.993365506301698
"274",2176000,1934474.1802215,1923096.52133823,1.12485347297364,1.0059163223255
"275",2116000,1926670.4149603,1918377.04882173,1.09826775953458,1.00432311580441
"276",2048000,1912253.18213987,1909002.19758891,1.07098788964138,1.00170297580331
"277",1966000,1887446.31139167,1899195.55129491,1.04161903209337,0.993813570227021
"278",1890000,1890721.92815439,1892698.11839952,0.99961817327887,0.998955887245879
"279",1836000,1892474.14929676,1887815.89138353,0.970158562367817,1.00246753824591
"280",1770000,1878580.70470722,1882384.58551354,0.942200670732353,0.997979222293044
"281",1731000,1877850.94908056,1877288.01979946,0.921798399839743,1.00029986303389
"282",1664000,1873142.67337229,1872464.10168589,0.888346639930124,1.00036239503112
"283",1673000,1865439.99638662,1867664.41184155,0.896839353311082,0.998808985468251
"284",1637000,1860691.72728839,1863878.00538026,0.87978033974796,0.998290511459084
"285",1619000,1847755.08844768,1863726.65415925,0.876198371809189,0.99143030675881
"286",1633000,1865405.11876047,1869383.88946434,0.875413058309339,0.99787161389039
"287",1645000,1882313.17203089,1877963.40114991,0.873924713720807,1.00231621706702
"288",1834000,1897117.06338855,1883872.39323768,0.966730011233038,1.00703055589031
"289",1848000,1895287.63631681,1883404.95735182,0.975049889309304,1.00630914712134
"290",1835000,1898532.26098036,1873746.00028134,0.966536117249044,1.01322818604832
"291",1796000,1870961.07513469,1852325.69345693,0.959934455007678,1.01006053187276
"292",1705000,1814387.38577928,1823463.25982041,0.939711118674749,0.995022727224006
"293",1633000,1777201.02949876,1798157.42826526,0.918860597588426,0.988345626229896
"294",1554000,1769143.04235228,1782742.42182613,0.878391380910486,0.99237165206406
"295",1500000,1774285.345804,1774639.79085757,0.845410803593312,0.999800272114152
"296",1433000,1772313.52920715,1768074.99945673,0.808547684359809,1.00239725676327
"297",1447000,1759284.32497701,1760535.61528245,0.822493544367203,0.999289255897702
"298",1388000,1752048.74377797,1752925.40380166,0.792215402070966,0.99949988743287
"299",1369000,1750548.04488995,1744991.11869974,0.78204080373359,1.0031845011305
"300",1340000,1732883.42081907,1736084.6867157,0.773277638819251,0.998156042777679
"301",1330000,1725785.01842588,1727667.78941292,0.770663776658066,0.998910223945497
"302",1366000,1722526.21044903,1719979.88136774,0.793021314691003,1.00148044120101
"303",1342000,1708769.39622529,1712437.5049743,0.785360507371275,0.997857960516306
"304",1383000,1711819.42628817,1704616.5431672,0.807912317596974,1.00422551520449
"305",1377000,1686052.9792475,1696913.7091136,0.81670031544001,0.993599715879618
"306",1457000,1695382.88471305,1690783.29803076,0.859392891798952,1.00272038805188
"307",1445000,1679607.6610178,1685918.37325404,0.860319962534803,0.996256810331768
"308",1620000,1699502.86131277,1679340.05356932,0.953219930885342,1.01200638768818
"309",1607000,1652075.54680235,1670624.33860627,0.972715807767027,0.988897089923041
"310",1678000,1658900.09060759,1665587.02388588,1.01151359837796,0.995985239328598
"311",1789000,1691831.7962269,1660808.44269445,1.05743372597075,1.01867966993359
"312",1759000,1637036.26915738,1649937.95577693,1.07450276645697,0.99218050195501
"313",2026000,1643796.24337268,1637616.25421802,1.23251285441749,1.00377377125974
"314",2121000,1610411.07101782,1628207.06441122,1.31705502909855,0.989070190283305
"315",2170000,1637184.14822767,1620926.49564453,1.32544650053516,1.01002985183278
"316",2122000,1604913.49390346,1612799.12950291,1.32218964328033,0.995110590367271
"317",2111000,1607002.9290285,1604382.20471252,1.31362548372963,1.00163347879843
"318",2079000,1598791.12811655,1596105.12052358,1.30035747849637,1.00168285131
"319",2063000,1577096.17220134,1588504.82547666,1.30810031522709,0.992817992685734
"320",2061000,1579416.01769208,1584864.12374429,1.30491268729289,0.996562414423683
"321",2081000,1589315.77633113,1583857.70126573,1.3093684911402,1.00344606403784
"322",2018000,1584100.62809519,1581825.86437319,1.27390897030737,1.0014380620353
"323",1977000,1578342.40535628,1578452.79906509,1.25257991757101,0.999930062077957
"324",1924000,1575672.52397066,1574774.24931705,1.22106590724294,1.00057041487311
"325",1855000,1572186.31600628,1570771.39999989,1.17988560332476,1.00090077780025
"326",1790000,1561750.15757084,1567162.96069076,1.1461500364336,0.996546113419156
"327",1742000,1562320.79828274,1565581.46692489,1.1150078792491,0.997917279483032
"328",1684000,1555671.89276976,1567707.39698192,1.08249047104769,0.992322863159713
"329",1681000,1583832.85588348,1572361.25157796,1.06134936761513,1.00729578161126
"330",1595000,1577011.04166513,1575309.69193281,1.01140699580383,1.00108000969018
"331",1539000,1573356.57453568,1576681.63504216,0.978163516718506,0.997891102152406
"332",1497000,1578666.40775087,1578972.0657606,0.948268736605843,0.999806419621752
"333",1465000,1582208.15671795,1581949.37690461,0.92592115252327,1.00016358286625
"334",1407000,1584994.95636633,1585042.40691058,0.8876999856363,0.999970063549063
"335",1426000,1588633.33639947,1588184.75992671,0.897626889305955,1.00028244602522
"336",1391000,1587201.63496212,1592065.16997348,0.876385185952252,0.99694514074984
"337",1399000,1600972.81897266,1596864.6278583,0.873843692672891,1.0025726608522
"338",1389000,1608724.12592853,1600027.11985221,0.863417150033905,1.00543553666586
"339",1346000,1593109.54389017,1601366.42337626,0.844888542135805,0.994843853745426
"340",1494000,1599941.63801795,1604726.37461872,0.93378406093038,0.997018347379062
"341",1536000,1614623.45091036,1610244.77951754,0.951305395158217,1.00271925824478
"342",1496000,1604305.26406912,1617262.89013854,0.93249086287081,0.991987928401478
"343",1495000,1620435.1279251,1628945.86407286,0.922591700362783,0.994775310625437
"344",1501000,1642755.66664818,1645823.27079532,0.91370861198281,0.998136127856751
"345",1515000,1678222.02140093,1662956.6605841,0.90274110378752,1.00917965042545
"346",1457000,1684198.87245231,1674912.06050474,0.865099736041568,1.0055446564429
"347",1409000,1691218.10334747,1680403.09338702,0.833127316465649,1.00643596170646
"348",1325000,1677254.29649132,1682156.35316454,0.789981580474583,0.997085849562082
"349",1354000,1688321.33298311,1683104.27276081,0.801980033982991,1.00309966548521
"350",1297000,1678853.27877711,1684135.30824126,0.772551131415572,0.996863654934195
"351",1276000,1684970.75853265,1686278.44855474,0.757283171555572,0.999224511216865
"352",1270000,1692867.31007404,1689175.13774689,0.750206464760936,1.00218578420002
"353",1252000,1687048.53238311,1692039.59269813,0.742124471209749,0.997050269782958
"354",1303000,1706682.62603658,1694109.87353029,0.763469423149838,1.00742145046359
"355",1284000,1679293.55678912,1695792.11513703,0.764607233088574,0.990270883912812
"356",1332000,1707225.42016946,1699538.11197255,0.780213312350858,1.00452317493956
