"","y","t","s","i"
"917",2203000,2406033.60535479,0.917680619917858,0.997748878333518
"918",2194000,2407497.14981766,0.91398014234901,0.997089359267204
"919",2208000,2411412.28752825,0.914214404579768,1.00156592284453
"920",2169000,2415218.75949929,0.897684171644683,1.00041342534828
"921",2142000,2417054.31206123,0.883192456598802,1.00340833962584
"922",1960000,2419634.28940847,0.817362716914531,0.991040760801087
"923",2120000,2425126.98808692,0.86826157026431,1.00681759586587
"924",2017000,2429799.69336066,0.831793266315423,0.997975834365186
"925",1976000,2433520.47829775,0.811863512541492,1.00015868766628
"926",1980000,2437630.66453263,0.811547152452012,1.0008834949752
"927",1912000,2445868.51124418,0.791992307604005,0.987037876908864
"928",2077000,2459520.73388763,0.835516698918634,1.01072003437746
"929",2094000,2472073.35665783,0.851230710785281,0.995103009679498
"930",2151000,2483411.75123101,0.863759378062274,1.00276439008065
"931",2159000,2486094.05828005,0.848660466476848,1.0232956197122
"932",2188000,2472308.15905409,0.888584359539891,0.995969527260734
"933",2105000,2459509.06797294,0.870804109295698,0.982840857977024
"934",2278245.38507756,2460944.94579766,0.92579047153771,0.999967521577217
"935",2547000,2472487.37304109,1.04051986003601,0.9900211870661
"936",2584000,2488432.42088139,1.02966743903321,1.00848554826549
"937",2644000,2497248.38364374,1.04543030047487,1.0127555382204
"938",2393000,2501235.74259562,0.976706490067358,0.979544113377347
"939",2997000,2514569.63541008,1.1874617983893,1.00369885608198
"940",3428000,2530855.99021792,1.34683989775416,1.00567442631864
"941",3214000,2542634.54851376,1.2675990856404,0.997194814629935
"942",3174000,2554705.62659651,1.24326331773155,0.999316223243667
"943",3254000,2569421.97204204,1.26978495537,0.997359980355415
"944",3287000,2583063.75683147,1.26122022164638,1.00895931214797
"945",3213000,2591047.39041011,1.240572678133,0.999569870874785
"946",3211000,2593891.74685381,1.23147860683929,1.00522107821021
"947",3320000,2591786.43363631,1.27746607002607,1.00274267367614
"948",3193000,2586727.61151168,1.23823686631087,0.996883687591698
"949",3135000,2583047.8526797,1.21389171293238,0.999827659124163
"950",3081000,2579559.60255795,1.19095956380191,1.00288033404266
"951",2947000,2574219.80604691,1.1457635126964,0.999170310005968
"952",2865000,2570817.12280037,1.12152934521505,0.993671425047934
"953",2777000,2574528.02510977,1.08422413398819,0.994853623343194
"954",2798000,2579548.42748558,1.07049213464854,1.0132591727661
"955",2649000,2577282.4547785,1.03016482968078,0.99773043990575
"956",2580000,2572250.38147787,1.00451273491702,0.998506781482221
"957",2481000,2570139.63202995,0.967692849736322,0.997545040377391
"958",2466000,2569820.13355421,0.958034691478852,1.00163411843977
"959",2374000,2570912.56118745,0.927660407857625,0.99541547251171
"960",2247000,2574627.06481698,0.87221664928589,1.00060891923171
"961",2402000,2577888.40956274,0.927614012507032,1.00448068185516
"962",2320000,2578364.17155075,0.901944849651164,0.997616777572364
"963",2320000,2578846.83376903,0.899472912782251,1.00017120488201
"964",2300000,2579586.61775786,0.890494043680032,1.00125962040883
"965",2167000,2582882.21490602,0.846964016276005,0.990579532055092
"966",2533000,2588057.00217562,0.966402380451884,1.01275258734527
"967",2514000,2587368.80053546,0.972382612098763,0.999239865374401
"968",2424000,2583050.59907579,0.940151984171401,0.99816338539011
"969",2388000,2581401.57861933,0.927516326264097,0.997372038171492
"970",2390000,2581368.83746054,0.923309342639763,1.00276832704598
"971",2373000,2581105.7648948,0.921605113882768,0.997578456339792
"972",2335000,2581101.81807308,0.903494021886176,1.00128212912707
"973",2287000,2581804.29675748,0.887683876155255,0.997894235862576
"974",2133000,2582903.43423853,0.824353939253514,1.00177218325493
"975",2251000,2581818.93866483,0.86828077066814,1.00412904587233
"976",2160000,2576376.40446984,0.83736032356217,1.00122586239457
"977",2061000,2573836.30194519,0.812247347313398,0.985845295340597
"978",2096000,2579896.99435095,0.808619703786751,1.00471894684062
"979",2086000,2583984.6035772,0.799345102402163,1.00992718868138
"980",2058000,2583607.40656513,0.806963077129376,0.987109168497559
"981",2197000,2588910.31772576,0.847641551255872,1.00115382989278
"982",2195000,2598116.83836192,0.84448086858169,1.00042844597987
"983",2229000,2603067.66103663,0.848716748212761,1.00893186689786
"984",2202000,2606244.60544988,0.856627985451914,0.986301929986312
"985",2401000,2607566.31683064,0.899576234411613,1.02357300667928
"986",2182000,2607437.18164,0.861679725404526,0.971169461819704
"987",2791000,2615999.1857244,1.05350633193061,1.01270996145606
"988",2700000,2622507.41246406,1.02019917415794,1.00916474993621
"989",2750000,2614621.41723761,1.04561622968857,1.00589248609838
"990",2426000,2605459.9900191,0.947777710276054,0.982426112656368
"991",2991000,2608432.79420846,1.14883878732392,0.998108310309173
"992",3583000,2614398.01105112,1.35194864439816,1.01371275064953
"993",3359000,2606183.36342522,1.27478852548253,1.0110366292856
"994",3108000,2588283.90955997,1.21357067184662,0.989473176243681
"995",3215000,2575317.8252716,1.25158840445025,0.997444207559633
"996",3171000,2571545.40830899,1.24347656263397,0.991663756036661
"997",3119000,2576928.31208809,1.21614367922617,0.995240752395136
"998",3156000,2588230.30510752,1.21646229893783,1.00238699393405
"999",3294000,2597436.97874048,1.26137276460926,1.00539130803029
"1000",3206000,2602228.46930462,1.23429726285652,0.998155785380074
"1001",3145000,2606473.08291828,1.20716412481032,0.999542086651872
"1002",3109000,2612324.76196145,1.19200540204235,0.998424734520464
"1003",2996000,2619280.85396572,1.14316378814529,1.00057876517333
"1004",2982000,2623062.16314681,1.12737482068243,1.00839509711296
"1005",2842000,2621283.35953138,1.08776761292426,0.996721850531096
"1006",2773000,2620548.91668113,1.06318480716335,0.995288157990796
"1007",2687000,2627184.00062189,1.02935446524131,0.993601464891923
